,1stFlrSF,2ndFlrSF,3SsnPorch,bedroomabvgr,bsmtfinsf1,bsmtfinsf2,bsmtfullbath,bsmthalfbath,bsmtunfsf,enclosedporch,fireplaces,fullbath,garagearea,garagecars,garageyrblt,grlivarea,halfbath,kitchenabvgr,lotarea,lotfrontage,lowqualfinsf,masvnrarea,miscval,mosold,mssubclass,openporchsf,overallcond,overallqual,poolarea,saleprice,screenporch,totalbsmtsf,totrmsabvgrd,wooddecksf,yearbuilt,yearremodadd,yrsold,alley,bldgtype,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfintype2,bsmtqual,centralair,condition1,condition2,electrical,extercond,exterior1st,exterior2nd,exterqual,fence,fireplacequ,foundation,functional,garagecond,garagefinish,garagequal,garagetype,heating,heatingqc,housestyle,kitchenqual,landcontour,landslope,lotconfig,lotshape,masvnrtype,miscfeature,mszoning,neighborhood,paveddrive,poolqc,roofmatl,roofstyle,salecondition,saletype,street,utilities
823,944,545,0,3,0,0,0,0,778,0,1,2,240,1,1940.0,1489,0,1,9900,60.0,0,0.0,0,7,50,0,7,6,0,139500,0,778,7,335,1940,1950,2009,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,GdWo,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,TA,1.5Fin,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,SWISU,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
824,1489,0,0,3,0,0,0,0,1489,0,1,2,776,2,2006.0,1489,0,1,11216,81.0,0,0.0,0,6,20,140,5,8,0,232600,0,1489,7,0,2006,2006,2006,Grvl,1Fam,Gd,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,FV,Somerst,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
825,2084,0,0,2,1636,0,1,0,442,0,1,2,1220,3,2007.0,2084,0,1,14803,114.0,0,816.0,0,6,20,45,5,10,0,385000,0,2078,7,188,2007,2008,2008,Grvl,1Fam,TA,Av,GLQ,Unf,Ex,Y,PosN,PosN,SBrkr,TA,CemntBd,CmentBd,Ex,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Ex,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NridgHt,Y,Gd,CompShg,Hip,Partial,New,Pave,AllPub
826,784,0,0,2,784,0,1,0,0,116,0,1,0,0,1978.5061638868744,784,0,1,6130,50.0,0,0.0,0,5,45,0,6,5,0,109500,0,784,5,0,1924,1950,2008,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Attchd,GasA,Gd,1.5Unf,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RM,BrkSide,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
827,1434,0,0,3,20,0,0,0,1434,0,1,2,527,2,2001.0,1434,0,1,8529,65.0,0,0.0,0,4,20,39,5,7,0,189000,0,1454,6,290,2001,2001,2009,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,TA,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,IR1,None,Shed,RL,SawyerW,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
828,1160,966,0,3,249,764,0,1,0,0,0,2,538,2,1967.0,2126,1,1,28698,70.04995836802665,0,0.0,0,6,60,0,5,5,0,185000,225,1013,7,486,1967,1967,2009,Grvl,1Fam,Gd,Gd,LwQ,ALQ,TA,Y,Norm,Norm,SBrkr,TA,Plywood,Plywood,TA,MnPrv,Gd,PConc,Min2,TA,Fin,TA,Attchd,GasA,TA,2Story,TA,Low,Sev,CulDSac,IR2,None,Shed,RL,ClearCr,Y,Gd,Tar&Grv,Flat,Abnorml,WD,Pave,AllPub
829,520,623,0,2,0,0,0,0,600,0,0,2,480,2,2005.0,1223,1,1,2544,24.0,80,0.0,0,7,160,166,5,7,0,147400,0,600,4,0,2005,2005,2006,Pave,Twnhs,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Detchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,FV,Somerst,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
830,1392,0,0,3,1040,0,1,0,352,0,2,1,458,2,1957.0,1392,1,1,11900,80.0,0,387.0,0,6,20,0,5,6,0,166000,192,1392,6,0,1957,1957,2008,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,FuseA,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Corner,IR1,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
831,520,600,0,2,0,0,0,0,600,0,0,2,480,2,2005.0,1200,1,1,3180,30.0,80,0.0,0,6,160,166,5,7,0,151000,0,600,4,0,2005,2005,2006,Pave,TwnhsE,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Detchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,FV,Somerst,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
832,941,888,0,3,483,0,1,0,458,0,1,2,613,2,2003.0,1829,1,1,9548,44.0,0,223.0,0,1,60,39,6,7,0,237000,0,941,7,192,2003,2003,2010,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,TA,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,CulDSac,IR1,BrkFace,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
833,1516,0,0,3,196,345,0,0,975,0,0,1,472,2,1964.0,1516,1,1,10004,100.0,0,180.0,0,2,20,0,6,6,0,167000,152,1516,6,0,1964,1964,2009,Grvl,1Fam,TA,No,Rec,BLQ,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,Plywood,TA,MnPrv,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
834,1144,0,0,3,572,0,1,0,572,0,0,1,456,2,1961.0,1144,0,1,7875,75.0,0,136.0,0,9,20,0,6,5,0,139950,0,1144,6,0,1961,1961,2008,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,GdWo,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Gd,1Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
835,1067,0,0,2,442,0,0,0,625,0,0,2,436,2,1996.0,1067,0,1,9600,60.0,0,0.0,0,2,20,0,7,4,0,128000,0,1067,4,290,1950,1995,2010,Grvl,1Fam,TA,No,BLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,HdBoard,TA,MnPrv,Gd,CBlock,Min2,TA,Unf,TA,Attchd,GasA,TA,1Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RL,Sawyer,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
836,1559,0,0,2,338,0,1,0,1221,230,0,1,812,2,1948.0,1559,0,1,8100,90.0,0,0.0,0,6,30,116,6,5,0,153500,0,1559,5,0,1948,1973,2007,Pave,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,GdWo,Gd,BrkTil,Min2,TA,Unf,TA,Detchd,GasA,Gd,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,OldTown,Y,Gd,CompShg,Gable,Normal,COD,Pave,AllPub
837,483,504,0,2,330,0,1,0,153,0,0,1,264,1,1973.0,987,1,1,1680,21.0,0,158.0,0,11,160,0,5,6,0,100000,0,483,5,0,1973,1973,2008,Grvl,Twnhs,TA,No,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,TA,2Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RM,BrDale,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
838,1099,0,0,3,0,0,0,0,1099,0,0,1,352,1,1999.0,1099,1,1,9525,75.0,0,0.0,0,6,20,0,6,5,0,144000,0,1099,6,278,1995,2006,2008,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,Unf,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
839,768,432,0,3,352,0,0,0,416,0,0,1,240,1,1946.0,1200,0,1,11767,70.0,0,0.0,0,5,50,0,6,5,0,130500,0,768,6,0,1946,1995,2008,Grvl,1Fam,TA,No,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,Ex,1.5Fin,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,Edwards,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
840,810,672,0,4,156,0,0,0,516,254,0,2,400,1,1934.0,1482,0,1,12155,70.04995836802665,0,0.0,0,3,70,0,8,6,0,140000,0,672,7,0,1925,1950,2008,Grvl,1Fam,TA,No,BLQ,Unf,TA,N,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,TA,2Story,Fa,Lvl,Gtl,Inside,IR1,None,Shed,RH,SWISU,P,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
841,958,581,0,3,0,0,0,0,650,68,1,2,686,2,1983.0,1539,0,1,10440,60.0,0,0.0,0,6,70,78,8,5,0,157500,0,650,8,70,1904,2002,2008,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Po,PConc,Typ,TA,Unf,Gd,Detchd,GasA,Gd,2Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RM,OldTown,P,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
842,1165,0,0,3,312,539,1,0,276,0,0,1,490,2,1966.0,1165,1,1,9020,82.0,0,183.0,0,5,80,129,7,6,0,174900,0,1127,6,0,1966,1966,2008,Grvl,1Fam,TA,Gd,Rec,ALQ,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,GdPrv,Gd,CBlock,Typ,Gd,RFn,Gd,Attchd,GasA,TA,SLvl,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
843,1800,0,0,6,0,0,0,0,1800,0,0,2,0,0,1978.5061638868744,1800,0,2,8000,80.0,0,0.0,0,7,90,0,4,5,0,141000,0,1800,10,0,1961,1961,2007,Grvl,Duplex,TA,No,Unf,Unf,TA,N,Artery,Norm,SBrkr,TA,BrkFace,BrkFace,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,Corner,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
844,876,540,0,4,0,0,0,0,876,194,1,1,720,3,1949.0,1416,1,1,12665,100.0,0,0.0,0,6,50,0,8,5,0,153900,0,876,7,418,1915,1950,2008,Grvl,1Fam,TA,Mn,Unf,Unf,TA,Y,Artery,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,Gd,1.5Fin,TA,Lvl,Gtl,Inside,IR1,None,Shed,RM,OldTown,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
845,1701,0,0,3,1390,0,1,0,0,0,2,2,611,2,1975.0,1701,0,1,16647,70.04995836802665,0,0.0,0,1,85,0,5,5,0,171000,0,1390,6,0,1975,1981,2007,Grvl,1Fam,TA,Gd,ALQ,Unf,Gd,Y,RRAe,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,TA,CBlock,Min2,TA,Fin,TA,Basment,GasA,TA,SFoyer,TA,Lvl,Gtl,CulDSac,IR1,None,Shed,RL,Sawyer,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
846,1006,769,0,3,513,0,1,0,227,192,1,2,425,2,1993.0,1775,1,1,9317,75.0,0,137.0,0,7,60,72,5,7,0,213000,0,740,7,234,1993,1993,2009,Grvl,1Fam,TA,No,ALQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,Gd,MnPrv,TA,PConc,Typ,TA,Unf,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,SawyerW,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
847,864,0,0,3,460,0,1,0,404,0,1,1,338,1,1972.0,864,0,1,15523,36.0,0,0.0,0,8,20,0,6,5,0,133500,0,864,5,0,1972,1972,2009,Grvl,1Fam,TA,Av,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,Plywood,TA,MnPrv,Fa,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,CulDSac,IR1,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
848,1307,1051,0,5,0,0,0,0,907,0,1,3,360,2,1908.0,2358,0,1,45600,75.0,0,0.0,0,9,50,40,8,6,0,240000,175,907,10,486,1908,1997,2008,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,Fa,Detchd,GasA,TA,1.5Fin,TA,Bnk,Gtl,Inside,IR2,None,Shed,RL,ClearCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
849,1094,761,0,3,0,0,0,0,528,0,1,2,512,2,1976.0,1855,1,1,9600,80.0,0,360.0,0,8,80,100,7,6,0,187000,0,528,7,113,1976,1994,2007,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Feedr,Norm,SBrkr,Gd,Plywood,Plywood,Gd,MnPrv,TA,CBlock,Typ,TA,RFn,TA,Attchd,GasA,Ex,SLvl,TA,Lvl,Gtl,FR2,Reg,BrkFace,Shed,RL,Veenker,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
850,848,0,0,1,659,0,1,0,189,0,0,1,420,2,2003.0,848,0,1,4435,36.0,0,170.0,0,11,120,0,5,6,0,131500,0,848,3,140,2003,2003,2007,Grvl,TwnhsE,TA,Av,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RM,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
851,1456,0,0,2,0,0,0,0,1273,0,1,2,400,2,2003.0,1456,0,1,3196,70.04995836802665,0,40.0,0,5,120,20,5,8,0,215000,0,1273,7,143,2003,2003,2006,Grvl,TwnhsE,TA,Gd,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,TA,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,Blmngtn,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
852,918,728,0,4,364,0,0,0,554,0,2,2,240,1,1941.0,1646,0,1,7128,53.0,0,0.0,0,8,75,0,5,7,0,164000,126,918,7,0,1941,1950,2007,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,Gd,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,Gd,2.5Unf,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,Crawfor,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
853,1445,0,0,3,564,0,0,0,563,0,1,1,645,2,1964.0,1445,1,1,12095,70.04995836802665,0,115.0,0,8,80,0,6,6,0,158000,0,1127,7,180,1964,1964,2009,Grvl,1Fam,TA,Gd,Rec,Unf,TA,Y,Norm,Norm,SBrkr,Gd,MetalSd,HdBoard,TA,MnPrv,Fa,CBlock,Typ,TA,RFn,TA,Attchd,GasA,TA,SLvl,TA,Lvl,Gtl,Corner,IR1,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
854,1779,0,0,3,306,1085,1,0,372,0,1,1,454,2,1955.0,1779,1,1,17920,102.0,0,0.0,0,7,20,418,4,5,0,170000,312,1763,6,0,1955,1974,2006,Grvl,1Fam,TA,Mn,ALQ,Rec,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Plywood,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,Sawyer,Y,Gd,CompShg,Hip,Abnorml,WD,Pave,AllPub
855,1040,0,0,3,659,0,1,0,381,0,0,1,260,1,1962.0,1040,1,1,6897,70.04995836802665,0,0.0,0,4,20,104,8,5,0,127000,0,1040,6,0,1962,2010,2010,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,Gd,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,Ex,1Story,TA,Lvl,Gtl,Corner,IR1,None,Shed,RL,Sawyer,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
856,1026,0,0,3,505,435,1,0,0,34,0,1,576,2,1981.0,1026,0,1,10970,70.04995836802665,0,0.0,0,10,80,0,6,6,0,147000,0,940,5,0,1978,1978,2008,Grvl,1Fam,Gd,Gd,GLQ,LwQ,Gd,Y,Norm,Norm,SBrkr,TA,Plywood,HdBoard,TA,MnPrv,Gd,CBlock,Typ,Fa,Unf,TA,Detchd,GasA,TA,SLvl,TA,Low,Mod,Inside,IR1,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
857,702,779,0,3,0,0,0,0,702,0,1,2,343,2,1994.0,1481,1,1,8125,65.0,0,0.0,0,3,60,36,5,6,0,174000,0,702,6,0,1994,1995,2009,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,TA,PConc,Typ,TA,Fin,TA,Attchd,GasA,Gd,2Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
858,1370,0,0,3,0,0,0,0,1090,0,1,2,479,2,1976.0,1370,0,1,10400,80.0,0,189.0,0,6,20,0,5,7,0,152000,0,1090,6,0,1976,1976,2009,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,TA,CBlock,Typ,TA,RFn,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NWAmes,Y,Gd,CompShg,Gable,Family,WD,Pave,AllPub
859,1512,1142,0,4,619,0,1,0,435,0,1,2,619,2,1968.0,2654,1,1,11029,70.04995836802665,0,220.0,0,8,60,65,7,6,0,250000,222,1054,9,0,1968,1984,2006,Grvl,1Fam,TA,Mn,BLQ,Unf,TA,Y,PosA,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,2Story,Gd,Lvl,Gtl,Corner,IR1,BrkFace,Shed,RL,NWAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
860,912,514,0,3,0,0,0,0,912,0,1,1,216,1,1925.0,1426,1,1,7642,55.0,0,0.0,0,6,50,240,8,7,0,189950,0,912,7,0,1918,1998,2007,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,Gd,GdPrv,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,Gd,1.5Fin,Gd,Lvl,Gtl,Corner,Reg,None,Shed,RL,Crawfor,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
861,1039,0,0,3,841,0,1,0,198,0,0,1,504,2,1965.0,1039,1,1,11625,75.0,0,0.0,0,4,190,0,4,5,0,131500,0,1039,6,0,1965,1965,2010,Grvl,2fmCon,TA,Mn,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,Plywood,HdBoard,TA,MnPrv,Gd,PConc,Typ,TA,Unf,TA,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,Sawyer,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
862,1097,0,0,3,338,0,0,0,702,0,0,2,480,2,1986.0,1097,0,1,9672,81.0,0,0.0,0,5,20,0,5,6,0,152000,0,1040,6,0,1984,1985,2010,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,Plywood,TA,GdPrv,Gd,PConc,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Corner,Reg,None,Shed,RL,SawyerW,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
863,1148,0,0,3,1148,0,1,0,0,0,0,1,672,1,1959.0,1148,0,1,7931,70.0,0,0.0,0,7,20,0,5,5,0,132500,0,1148,6,0,1959,1959,2009,Grvl,1Fam,TA,No,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,BrkFace,Plywood,TA,GdPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
864,1372,0,0,3,0,0,0,0,1372,0,0,2,529,2,2008.0,1372,0,1,8640,72.0,0,0.0,0,5,20,140,5,7,0,250580,0,1372,6,0,2007,2008,2008,Grvl,1Fam,TA,No,Unf,Unf,Ex,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,FV,Somerst,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
865,1002,0,0,3,828,0,1,0,174,0,0,1,902,2,1973.0,1002,0,1,8750,70.04995836802665,0,76.0,0,8,20,0,6,5,0,148500,0,1002,5,0,1970,1970,2009,Grvl,1Fam,TA,No,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
866,1646,0,0,3,0,0,0,0,1638,0,1,2,870,3,2007.0,1646,0,1,10656,67.0,0,274.0,0,11,20,80,5,8,0,248900,0,1638,6,192,2006,2007,2007,Grvl,1Fam,TA,Av,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,HLS,Gtl,Inside,IR1,Stone,Shed,RL,Timber,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
867,1120,0,0,3,932,0,1,0,108,0,0,1,544,2,1961.0,1120,1,1,6970,85.0,0,0.0,400,5,20,0,5,4,0,129000,0,1040,5,168,1961,1961,2007,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Feedr,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,TA,1Story,Fa,Lvl,Gtl,Corner,Reg,None,Shed,RL,Sawyer,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
868,1547,720,0,2,0,0,0,0,0,0,1,2,672,2,1979.0,2320,0,1,14762,70.04995836802665,53,0.0,0,5,60,144,6,5,0,169000,0,0,7,120,1948,1950,2006,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Feedr,Norm,SBrkr,TA,Plywood,Plywood,TA,MnPrv,TA,Slab,Typ,TA,Unf,TA,Attchd,GasA,Gd,2Story,TA,Lvl,Gtl,Corner,IR2,None,Shed,RL,Gilbert,P,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
869,1062,887,0,3,750,0,1,0,300,0,1,2,574,2,1993.0,1949,1,1,9938,80.0,0,246.0,0,6,60,90,5,7,0,236000,0,1050,8,156,1993,1994,2010,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,Gd,GdPrv,TA,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,SawyerW,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
870,894,0,0,2,0,0,0,0,894,0,0,1,308,1,1962.0,894,0,1,6600,60.0,0,0.0,0,8,20,0,5,5,0,109500,0,894,5,0,1962,1962,2009,Grvl,1Fam,TA,No,Unf,Unf,TA,N,PosN,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,Gd,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
871,804,878,0,3,505,0,0,0,299,0,0,2,523,2,1998.0,1682,1,1,8750,70.0,0,116.0,0,6,60,77,5,6,0,200500,0,804,7,0,1998,1998,2010,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
872,910,0,0,3,0,0,0,0,105,150,0,1,414,2,1953.0,910,0,1,8892,74.0,0,0.0,0,10,20,0,7,5,0,116000,0,105,5,196,1953,1996,2008,Grvl,1Fam,TA,Av,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,WdShing,Wd Shng,Gd,GdWo,Gd,Stone,Typ,TA,Unf,TA,Attchd,GasA,Gd,1Story,Gd,Lvl,Gtl,Corner,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
